ファイル名,業態,市内外,組み合わせbits,組み合わせID,組み合わせ名,採用媒体数,採用媒体一覧,媒体,Shapley準拠_接触者平均,接触率,接触者数,重み付き貢献度,広告予算配分_推奨(RAW比),広告予算配分_推奨(0%下限正規化%)
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,111,C0007,折込+ポスティング+フリーペーパー,3,"折込,ポスティング,フリーペーパー",フリーペーパー,0.628946136,0.082907439,146,91.82613592,34.7962503,34.7962503
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1000,C0008,web,1,web,web,0.319187842,0.203861442,359,114.5884353,100,100
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1001,C0009,折込+web,2,"折込,web",折込,0.377135743,0.189664963,334,125.9633382,47.61595619,47.61595619
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1001,C0009,折込+web,2,"折込,web",web,0.386007927,0.203861442,359,138.5768459,52.38404381,52.38404381
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1010,C0010,ポスティング+web,2,"ポスティング,web",ポスティング,0.676368457,0.107893242,190,128.5100068,49.8735887,49.8735887
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1010,C0010,ポスティング+web,2,"ポスティング,web",web,0.359781221,0.203861442,359,129.1614585,50.1264113,50.1264113
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1011,C0011,折込+ポスティング+web,3,"折込,ポスティング,web",折込,0.326058172,0.189664963,334,108.9034295,29.05772247,29.05772247
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1011,C0011,折込+ポスティング+web,3,"折込,ポスティング,web",ポスティング,0.622254525,0.107893242,190,118.2283598,31.54580972,31.54580972
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1011,C0011,折込+ポスティング+web,3,"折込,ポスティング,web",web,0.411284954,0.203861442,359,147.6512986,39.39646781,39.39646781
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1100,C0012,フリーペーパー+web,2,"フリーペーパー,web",フリーペーパー,0.802492195,0.082907439,146,117.1638604,48.99908411,48.99908411
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1100,C0012,フリーペーパー+web,2,"フリーペーパー,web",web,0.339695065,0.203861442,359,121.9505283,51.00091589,51.00091589
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1101,C0013,折込+フリーペーパー+web,3,"折込,フリーペーパー,web",折込,0.354417345,0.189664963,334,118.3753932,31.64151861,31.64151861
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1101,C0013,折込+フリーペーパー+web,3,"折込,フリーペーパー,web",フリーペーパー,0.77853382,0.082907439,146,113.6659378,30.38269008,30.38269008
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1101,C0013,折込+フリーペーパー+web,3,"折込,フリーペーパー,web",web,0.395745968,0.203861442,359,142.0728026,37.9757913,37.9757913
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1110,C0014,ポスティング+フリーペーパー+web,3,"ポスティング,フリーペーパー,web",ポスティング,0.525603204,0.107893242,190,99.86460882,30.93382364,30.93382364
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1110,C0014,ポスティング+フリーペーパー+web,3,"ポスティング,フリーペーパー,web",フリーペーパー,0.642880919,0.082907439,146,93.86061411,29.07404052,29.07404052
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1110,C0014,ポスティング+フリーペーパー+web,3,"ポスティング,フリーペーパー,web",web,0.359631853,0.203861442,359,129.1078351,39.99213584,39.99213584
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",折込,0.308145541,0.189664963,334,102.9206106,24.00441435,24.00441435
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",ポスティング,0.471527802,0.107893242,190,89.59028241,20.89535077,20.89535077
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",フリーペーパー,0.628873229,0.082907439,146,91.81549139,21.41434145,21.41434145
2m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市外,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",web,0.402313737,0.203861442,359,144.4306315,33.68589343,33.68589343
